0.587	0.355	0.797	0.238	0.223	0.355	0.182	0.957	0.355	0.245	0.355	0.355	0.897	0.537	0.604	0.588	0.355	0.887	0.265	0.34	0.407	0.166	0.734	0.355	0.624	0.355	0.839	0.256	0.624	0.021	0.465	0.465	0.512	0.501	0.922	0.996	0.355	0.152	0.355	0.261	0.417	0.524	0.627	0.355	0.355	0.152	0.942	0.678	0.615	0.825	0.912	0.777	0.194	0.254	0.874	0.158	0.847	0.0708	0.292	0.966	0.743	0.355	0.533	0.63	0.869	0.355	0.651	0.9	0.355	0.45	0.0974	0.281	0.355	0.579	0.406	0.0342	0.355	0.772	0.46	0.696	0.672	0.668	0.224	0.146	0.782	0.755	0.274	0.374	0.099	0.306	0.943	0.738	0.355	0.791	0.123	0.355	0.541	0.374	0.121	0.484	0.649	0.0999	0.374	0.873	0.927	0.355	0.347	0.0975	0.347	0.69
0.587	0.355	0.797	0.238	0.223	0.355	0.182	0.957	0.355	0.245	0.355	0.355	0.897	0.537	0.604	0.588	0.355	0.887	0.265	0.34	0.407	0.166	0.734	0.355	0.624	0.355	0.839	0.256	0.624	0.021	0.465	0.465	0.512	0.501	0.922	0.996	0.355	0.152	0.355	0.261	0.417	0.524	0.627	0.355	0.355	0.152	0.942	0.678	0.615	0.825	0.912	0.777	0.194	0.254	0.874	0.158	0.847	0.0708	0.292	0.966	0.743	0.355	0.533	0.63	0.869	0.355	0.651	0.9	0.355	0.45	0.0974	0.642	0.355	0.579	0.406	0.0342	0.355	0.772	0.46	0.696	0.672	0.668	0.224	0.146	0.782	0.755	0.274	0.374	0.099	0.306	0.943	0.738	0.355	0.791	0.123	0.355	0.541	0.374	0.121	0.484	0.649	0.0999	0.374	0.873	0.927	0.355	0.347	0.0975	0.347	0.69
0.587	0.355	0.797	0.238	0.223	0.355	0.182	0.957	0.355	0.245	0.355	0.355	0.897	0.537	0.604	0.588	0.355	0.887	0.265	0.34	0.407	0.166	0.734	0.355	0.624	0.355	0.839	0.256	0.624	0.021	0.465	0.465	0.512	0.501	0.922	0.996	0.355	0.152	0.355	0.261	0.417	0.524	0.627	0.355	0.355	0.152	0.942	0.678	0.615	0.825	0.912	0.777	0.194	0.254	0.874	0.158	0.847	0.0708	0.292	0.966	0.743	0.355	0.533	0.63	0.869	0.355	0.651	0.9	0.355	0.45	0.0974	0.642	0.355	0.579	0.406	0.0342	0.355	0.772	0.46	0.696	0.672	0.668	0.224	0.146	0.782	0.755	0.274	0.374	0.099	0.306	0.943	0.738	0.355	0.791	0.123	0.355	0.541	0.374	0.121	0.484	0.649	0.0999	0.374	0.873	0.927	0.355	0.347	0.0975	0.347	0.69
0.587	0.355	0.797	0.238	0.223	0.355	0.182	0.957	0.355	0.245	0.355	0.355	0.897	0.537	0.604	0.588	0.355	0.887	0.265	0.34	0.407	0.166	0.734	0.355	0.624	0.355	0.839	0.256	0.624	0.021	0.465	0.465	0.512	0.501	0.922	0.996	0.355	0.152	0.355	0.261	0.417	0.524	0.627	0.355	0.355	0.152	0.942	0.678	0.615	0.825	0.912	0.777	0.194	0.254	0.874	0.158	0.847	0.0708	0.292	0.966	0.303	0.355	0.533	0.63	0.869	0.355	0.651	0.9	0.355	0.45	0.0974	0.642	0.355	0.579	0.406	0.0342	0.355	0.772	0.46	0.696	0.672	0.668	0.224	0.146	0.782	0.755	0.274	0.374	0.099	0.306	0.943	0.738	0.355	0.791	0.123	0.355	0.541	0.374	0.121	0.484	0.649	0.0999	0.374	0.873	0.927	0.355	0.347	0.0975	0.347	0.69
0.587	0.355	0.797	0.238	0.223	0.355	0.182	0.957	0.355	0.245	0.355	0.355	0.897	0.537	0.604	0.588	0.355	0.887	0.265	0.34	0.407	0.166	0.734	0.355	0.624	0.355	0.839	0.256	0.624	0.021	0.465	0.465	0.512	0.501	0.922	0.996	0.355	0.152	0.355	0.261	0.417	0.524	0.627	0.355	0.355	0.152	0.942	0.678	0.615	0.825	0.912	0.777	0.194	0.254	0.874	0.158	0.847	0.0708	0.292	0.966	0.303	0.355	0.533	0.63	0.869	0.355	0.651	0.9	0.355	0.45	0.0974	0.642	0.355	0.579	0.406	0.0342	0.355	0.772	0.46	0.696	0.672	0.668	0.224	0.146	0.782	0.755	0.274	0.374	0.099	0.306	0.943	0.738	0.355	0.791	0.123	0.355	0.541	0.374	0.121	0.484	0.649	0.0999	0.374	0.873	0.927	0.355	0.347	0.0975	0.347	0.69
0.587	0.355	0.797	0.238	0.223	0.355	0.182	0.957	0.355	0.245	0.355	0.355	0.897	0.537	0.604	0.588	0.355	0.887	0.265	0.34	0.407	0.166	0.734	0.355	0.624	0.355	0.839	0.256	0.624	0.021	0.465	0.465	0.512	0.501	0.922	0.996	0.355	0.152	0.355	0.261	0.417	0.524	0.627	0.355	0.355	0.152	0.942	0.678	0.615	0.825	0.912	0.777	0.194	0.254	0.874	0.158	0.847	0.0708	0.292	0.966	0.303	0.355	0.533	0.63	0.869	0.355	0.651	0.9	0.355	0.45	0.0974	0.642	0.355	0.579	0.406	0.0342	0.355	0.772	0.46	0.696	0.672	0.668	0.224	0.146	0.782	0.755	0.274	0.374	0.099	0.306	0.943	0.738	0.355	0.791	0.123	0.355	0.541	0.374	0.121	0.484	0.649	0.0999	0.374	0.873	0.927	0.355	0.347	0.0975	0.347	0.69
0.587	0.355	0.797	0.238	0.223	0.355	0.182	0.957	0.355	0.245	0.355	0.355	0.897	0.537	0.604	0.588	0.355	0.887	0.265	0.34	0.407	0.166	0.734	0.355	0.624	0.355	0.839	0.256	0.624	0.021	0.465	0.465	0.512	0.501	0.922	0.996	0.355	0.152	0.355	0.261	0.417	0.524	0.627	0.355	0.355	0.152	0.942	0.678	0.615	0.825	0.912	0.777	0.194	0.254	0.874	0.158	0.847	0.0708	0.292	0.966	0.303	0.355	0.533	0.63	0.869	0.355	0.651	0.9	0.355	0.45	0.0974	0.642	0.355	0.579	0.406	0.0342	0.355	0.772	0.46	0.696	0.672	0.668	0.224	0.146	0.782	0.755	0.274	0.374	0.099	0.306	0.943	0.738	0.355	0.791	0.123	0.355	0.541	0.374	0.121	0.484	0.649	0.0999	0.374	0.873	0.927	0.355	0.347	0.0975	0.347	0.69
0.587	0.355	0.797	0.238	0.223	0.355	0.182	0.957	0.355	0.245	0.355	0.355	0.897	0.537	0.604	0.588	0.355	0.887	0.265	0.34	0.407	0.166	0.734	0.355	0.624	0.355	0.839	0.256	0.624	0.021	0.465	0.465	0.512	0.501	0.922	0.996	0.355	0.152	0.355	0.261	0.417	0.524	0.627	0.355	0.355	0.152	0.942	0.678	0.615	0.825	0.912	0.777	0.194	0.254	0.874	0.158	0.847	0.0708	0.292	0.966	0.303	0.355	0.533	0.63	0.869	0.355	0.651	0.9	0.355	0.45	0.0974	0.642	0.355	0.579	0.406	0.0342	0.355	0.772	0.46	0.696	0.672	0.668	0.224	0.146	0.782	0.755	0.274	0.374	0.099	0.306	0.943	0.738	0.355	0.791	0.123	0.355	0.541	0.374	0.121	0.484	0.649	0.0999	0.374	0.873	0.927	0.355	0.347	0.0975	0.347	0.69
0.587	0.355	0.797	0.238	0.223	0.355	0.182	0.957	0.355	0.245	0.355	0.355	0.897	0.537	0.604	0.588	0.355	0.887	0.265	0.34	0.407	0.166	0.734	0.355	0.624	0.355	0.839	0.256	0.624	0.021	0.465	0.465	0.512	0.501	0.922	0.996	0.355	0.152	0.355	0.261	0.417	0.524	0.627	0.355	0.355	0.152	0.942	0.678	0.615	0.825	0.912	0.777	0.194	0.254	0.874	0.158	0.847	0.0708	0.292	0.966	0.303	0.355	0.533	0.63	0.869	0.355	0.651	0.9	0.355	0.45	0.0974	0.642	0.355	0.579	0.406	0.0342	0.355	0.772	0.46	0.696	0.672	0.668	0.224	0.146	0.782	0.755	0.274	0.374	0.099	0.306	0.943	0.738	0.355	0.791	0.123	0.355	0.541	0.374	0.121	0.484	0.649	0.0999	0.374	0.873	0.927	0.355	0.347	0.0975	0.347	0.69
0.587	0.355	0.797	0.238	0.223	0.355	0.182	0.957	0.355	0.245	0.355	0.355	0.897	0.537	0.604	0.588	0.355	0.887	0.265	0.34	0.407	0.166	0.734	0.355	0.624	0.355	0.839	0.256	0.624	0.021	0.465	0.465	0.512	0.501	0.771	0.996	0.355	0.152	0.355	0.261	0.417	0.524	0.627	0.355	0.355	0.152	0.942	0.678	0.615	0.825	0.912	0.777	0.194	0.254	0.874	0.158	0.847	0.0708	0.292	0.966	0.303	0.355	0.533	0.63	0.869	0.355	0.651	0.9	0.355	0.45	0.0974	0.642	0.355	0.579	0.406	0.0342	0.355	0.772	0.46	0.696	0.672	0.668	0.224	0.146	0.782	0.755	0.274	0.374	0.099	0.306	0.943	0.738	0.355	0.791	0.123	0.355	0.541	0.374	0.121	0.484	0.649	0.0999	0.374	0.873	0.927	0.355	0.347	0.0975	0.347	0.69
0.587	0.355	0.797	0.238	0.223	0.355	0.182	0.957	0.355	0.245	0.355	0.355	0.897	0.537	0.604	0.588	0.355	0.887	0.265	0.34	0.407	0.166	0.734	0.355	0.624	0.355	0.839	0.256	0.624	0.021	0.465	0.465	0.512	0.501	0.771	0.996	0.355	0.152	0.355	0.261	0.417	0.524	0.627	0.355	0.355	0.152	0.942	0.678	0.615	0.825	0.912	0.777	0.194	0.254	0.874	0.158	0.847	0.0708	0.292	0.966	0.303	0.355	0.533	0.63	0.869	0.355	0.651	0.9	0.355	0.45	0.0974	0.642	0.355	0.579	0.406	0.0342	0.355	0.772	0.46	0.696	0.672	0.668	0.224	0.146	0.782	0.755	0.274	0.374	0.099	0.306	0.943	0.738	0.355	0.791	0.123	0.355	0.541	0.374	0.121	0.484	0.649	0.0999	0.374	0.873	0.927	0.355	0.347	0.0975	0.347	0.69
0.587	0.355	0.797	0.238	0.223	0.355	0.182	0.957	0.355	0.245	0.355	0.355	0.897	0.537	0.604	0.588	0.355	0.887	0.265	0.34	0.407	0.166	0.734	0.355	0.624	0.355	0.839	0.256	0.624	0.021	0.465	0.465	0.512	0.501	0.771	0.996	0.355	0.152	0.355	0.261	0.417	0.524	0.627	0.355	0.355	0.152	0.942	0.678	0.615	0.825	0.912	0.777	0.194	0.254	0.874	0.158	0.847	0.0708	0.292	0.966	0.303	0.355	0.533	0.63	0.869	0.355	0.651	0.9	0.355	0.45	0.0974	0.642	0.355	0.579	0.406	0.0342	0.355	0.772	0.46	0.696	0.672	0.668	0.224	0.146	0.782	0.755	0.274	0.374	0.099	0.306	0.943	0.738	0.355	0.791	0.123	0.355	0.541	0.374	0.121	0.484	0.649	0.0999	0.374	0.873	0.927	0.355	0.347	0.0975	0.347	0.69
0.587	0.355	0.797	0.238	0.223	0.355	0.182	0.957	0.355	0.245	0.355	0.355	0.897	0.537	0.604	0.588	0.355	0.887	0.265	0.34	0.407	0.166	0.734	0.355	0.624	0.355	0.839	0.256	0.624	0.021	0.465	0.465	0.512	0.501	0.771	0.996	0.355	0.152	0.355	0.261	0.417	0.524	0.627	0.355	0.355	0.152	0.942	0.678	0.615	0.825	0.912	0.777	0.194	0.254	0.874	0.158	0.847	0.0708	0.292	0.966	0.303	0.355	0.533	0.63	0.869	0.355	0.651	0.9	0.355	0.45	0.0974	0.642	0.355	0.579	0.406	0.0342	0.355	0.772	0.46	0.696	0.672	0.668	0.224	0.146	0.782	0.755	0.274	0.374	0.099	0.306	0.943	0.738	0.355	0.791	0.123	0.355	0.541	0.374	0.121	0.484	0.649	0.0999	0.374	0.873	0.927	0.355	0.347	0.0975	0.347	0.69
0.587	0.355	0.797	0.238	0.223	0.355	0.182	0.957	0.355	0.245	0.355	0.355	0.897	0.537	0.604	0.588	0.355	0.887	0.265	0.34	0.407	0.166	0.734	0.355	0.624	0.355	0.839	0.256	0.624	0.021	0.465	0.465	0.512	0.501	0.771	0.996	0.355	0.152	0.355	0.261	0.417	0.524	0.627	0.355	0.355	0.152	0.942	0.678	0.615	0.825	0.912	0.777	0.194	0.254	0.874	0.158	0.847	0.0708	0.292	0.966	0.303	0.355	0.533	0.63	0.869	0.355	0.651	0.9	0.355	0.45	0.0974	0.642	0.355	0.579	0.406	0.0342	0.355	0.772	0.46	0.00739	0.672	0.668	0.224	0.146	0.782	0.755	0.274	0.374	0.099	0.306	0.943	0.738	0.355	0.791	0.123	0.355	0.541	0.374	0.121	0.484	0.649	0.0999	0.374	0.873	0.927	0.355	0.347	0.0975	0.347	0.69
0.587	0.355	0.797	0.238	0.223	0.355	0.182	0.957	0.355	0.245	0.355	0.355	0.897	0.537	0.604	0.588	0.355	0.887	0.265	0.34	0.407	0.166	0.734	0.355	0.624	0.355	0.839	0.256	0.624	0.021	0.465	0.465	0.512	0.501	0.771	0.996	0.355	0.152	0.355	0.261	0.417	0.524	0.627	0.355	0.355	0.152	0.942	0.678	0.615	0.825	0.912	0.777	0.194	0.254	0.874	0.158	0.847	0.0708	0.292	0.966	0.303	0.355	0.533	0.63	0.869	0.355	0.651	0.9	0.355	0.45	0.0974	0.642	0.355	0.579	0.406	0.0342	0.355	0.772	0.46	0.00739	0.672	0.668	0.224	0.146	0.782	0.755	0.274	0.374	0.099	0.306	0.943	0.738	0.355	0.791	0.123	0.355	0.541	0.374	0.121	0.484	0.649	0.0999	0.374	0.873	0.927	0.355	0.347	0.0975	0.347	0.69
0.587	0.355	0.797	0.238	0.223	0.355	0.182	0.957	0.355	0.245	0.355	0.355	0.897	0.537	0.604	0.588	0.355	0.887	0.265	0.34	0.407	0.166	0.734	0.355	0.624	0.355	0.839	0.256	0.624	0.021	0.465	0.465	0.512	0.501	0.771	0.996	0.355	0.152	0.355	0.261	0.417	0.524	0.627	0.355	0.355	0.152	0.942	0.678	0.615	0.825	0.912	0.777	0.194	0.254	0.874	0.158	0.847	0.0708	0.292	0.966	0.303	0.355	0.533	0.63	0.869	0.355	0.651	0.9	0.355	0.45	0.0974	0.642	0.355	0.579	0.406	0.0342	0.355	0.772	0.46	0.00739	0.672	0.668	0.224	0.146	0.782	0.755	0.274	0.374	0.099	0.306	0.943	0.738	0.355	0.791	0.123	0.355	0.541	0.374	0.121	0.484	0.649	0.0999	0.374	0.873	0.927	0.355	0.347	0.0975	0.347	0.69
0.587	0.355	0.797	0.238	0.223	0.355	0.182	0.957	0.355	0.245	0.355	0.355	0.897	0.537	0.604	0.588	0.355	0.887	0.265	0.34	0.407	0.166	0.734	0.355	0.624	0.355	0.839	0.256	0.624	0.021	0.465	0.465	0.512	0.501	0.771	0.996	0.355	0.152	0.355	0.261	0.417	0.524	0.627	0.355	0.355	0.152	0.942	0.678	0.615	0.825	0.912	0.777	0.194	0.254	0.874	0.158	0.847	0.0708	0.292	0.966	0.303	0.355	0.533	0.63	0.869	0.355	0.651	0.9	0.355	0.45	0.0974	0.642	0.355	0.579	0.406	0.0342	0.355	0.772	0.46	0.00739	0.803	0.668	0.224	0.146	0.782	0.755	0.274	0.374	0.099	0.306	0.943	0.738	0.355	0.791	0.123	0.355	0.541	0.374	0.121	0.484	0.649	0.0999	0.374	0.873	0.927	0.355	0.347	0.0975	0.347	0.69
0.587	0.355	0.797	0.238	0.223	0.355	0.182	0.957	0.355	0.245	0.355	0.355	0.897	0.537	0.604	0.588	0.355	0.887	0.265	0.34	0.407	0.166	0.734	0.355	0.624	0.355	0.839	0.256	0.624	0.021	0.465	0.465	0.512	0.501	0.771	0.996	0.355	0.152	0.355	0.261	0.417	0.524	0.627	0.355	0.355	0.152	0.942	0.678	0.615	0.825	0.912	0.777	0.194	0.254	0.874	0.158	0.847	0.0708	0.292	0.966	0.303	0.355	0.533	0.63	0.869	0.355	0.651	0.9	0.355	0.45	0.0974	0.642	0.355	0.579	0.406	0.0342	0.355	0.772	0.46	0.00739	0.803	0.668	0.224	0.146	0.782	0.755	0.274	0.374	0.099	0.306	0.943	0.738	0.355	0.791	0.123	0.355	0.541	0.374	0.121	0.484	0.649	0.0999	0.374	0.873	0.927	0.355	0.347	0.0975	0.347	0.69
0.587	0.355	0.797	0.238	0.223	0.355	0.182	0.957	0.355	0.245	0.355	0.355	0.897	0.495	0.604	0.588	0.355	0.887	0.265	0.34	0.407	0.166	0.734	0.355	0.624	0.355	0.839	0.256	0.624	0.021	0.465	0.465	0.512	0.501	0.771	0.996	0.355	0.152	0.355	0.261	0.417	0.524	0.627	0.355	0.355	0.152	0.942	0.678	0.615	0.825	0.912	0.777	0.194	0.254	0.874	0.158	0.847	0.0708	0.292	0.966	0.303	0.355	0.533	0.63	0.869	0.355	0.651	0.9	0.355	0.45	0.0974	0.642	0.355	0.579	0.406	0.0342	0.355	0.772	0.46	0.00739	0.803	0.668	0.224	0.146	0.782	0.755	0.274	0.374	0.099	0.306	0.943	0.738	0.355	0.791	0.123	0.355	0.541	0.374	0.121	0.484	0.649	0.0999	0.374	0.873	0.927	0.355	0.347	0.0975	0.347	0.69
0.587	0.355	0.797	0.238	0.223	0.355	0.182	0.957	0.355	0.245	0.355	0.355	0.897	0.495	0.604	0.588	0.355	0.887	0.265	0.34	0.407	0.166	0.734	0.355	0.624	0.355	0.839	0.256	0.624	0.021	0.465	0.465	0.512	0.501	0.771	0.996	0.355	0.152	0.355	0.261	0.417	0.524	0.627	0.355	0.355	0.152	0.942	0.678	0.615	0.825	0.912	0.777	0.194	0.254	0.874	0.158	0.847	0.0708	0.292	0.966	0.303	0.355	0.533	0.63	0.869	0.355	0.651	0.9	0.355	0.45	0.0974	0.642	0.355	0.579	0.406	0.0342	0.355	0.772	0.46	0.00739	0.803	0.668	0.224	0.146	0.782	0.755	0.274	0.374	0.099	0.306	0.943	0.738	0.355	0.791	0.123	0.355	0.541	0.374	0.121	0.484	0.649	0.0999	0.374	0.873	0.927	0.355	0.347	0.0975	0.347	0.69
0.587	0.355	0.797	0.238	0.223	0.355	0.182	0.957	0.355	0.245	0.355	0.355	0.897	0.495	0.604	0.588	0.355	0.887	0.265	0.34	0.407	0.166	0.734	0.355	0.624	0.355	0.839	0.256	0.624	0.021	0.465	0.465	0.512	0.501	0.771	0.996	0.355	0.152	0.355	0.261	0.417	0.524	0.627	0.355	0.355	0.152	0.942	0.678	0.615	0.825	0.912	0.777	0.194	0.254	0.874	0.158	0.847	0.0708	0.292	0.966	0.303	0.355	0.533	0.63	0.869	0.355	0.651	0.9	0.355	0.45	0.0974	0.642	0.355	0.579	0.406	0.0342	0.355	0.772	0.46	0.00739	0.803	0.668	0.224	0.146	0.782	0.755	0.274	0.374	0.099	0.306	0.943	0.738	0.355	0.791	0.123	0.355	0.541	0.374	0.121	0.484	0.649	0.0999	0.374	0.873	0.927	0.355	0.347	0.0975	0.347	0.69
